#;Раздел;Раздел(рус);Тогровая марка;Капсула;Капсула(рус);Тип продукта;Дизайн;Заголовок;Глтег;Тег1;Тег2;Тег3;Ткань;Крашение;Полное описание;Отношение;Главная картинка;ТН;Артикул;Цвет;Размер;Плотность
158;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М100417;КП6.52.603 1сорт 180х200,70х70;'107;180X200, 70X70, 70X70;
158;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М100417;КП6.52.603 1сорт 180х200,70х70;'128;180X200, 70X70, 70X70;
158;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М100417;КП6.52.603 1сорт 180х200,70х70;'131;180X200, 70X70, 70X70;
158;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М100417;КП6.52.603 1сорт 180х200,70х70;'134;180X200, 70X70, 70X70;
158;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М100417;КП6.52.603 1сорт 180х200,70х70;'161;180X200, 70X70, 70X70;
159;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М100430;КП6.53.603 1сорт 180х200,50х70;'101;180X200, 50X70, 50X70;
159;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М100430;КП6.53.603 1сорт 180х200,50х70;'107;180X200, 50X70, 50X70;
159;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М100430;КП6.53.603 1сорт 180х200,50х70;'128;180X200, 50X70, 50X70;
159;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М100430;КП6.53.603 1сорт 180х200,50х70;'131;180X200, 50X70, 50X70;
159;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М100430;КП6.53.603 1сорт 180х200,50х70;'134;180X200, 50X70, 50X70;
159;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М100430;КП6.53.603 1сорт 180х200,50х70;'161;180X200, 50X70, 50X70;
160;003_kitchen;Кухня;Cleanelly;;;Салфетка гладкотканая;Elleno;Салфетка;;;;;;;;ParentOne;;Т112564;ПЦ-356-3516 1сорт;'10000;50X70;244
161;003_kitchen;Кухня;Cleanelly;;;Салфетка гладкотканая;Elleno;Салфетка;;;;;;;;ParentOne;;Т112563;ПЦ-556-3516 1сорт;'10000;50X70;233
162;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;Elleno;Полотенце;;;;;Вафля;;;ParentOne;;Т112583;ПЦ-560-3516 1сорт;'10000;50X50;250
163;003_kitchen;Кухня;Cleanelly;;;Скатерть гладкотканые;Elleno;Скатерть;;;;;;;;ParentOne;;Т112542;ПЦ-2256-3516 1сорт;'10000;200X150;209
164;003_kitchen;Кухня;Cleanelly;;;Комплект полотенец вафельных;Elleno;Полотенце (комплект);;;;;Вафля;;;ParentOne;;Т121190;КЦ-560х2-3516 (2524);'10000;50X70, 50X70;250
165;003_kitchen;Кухня;Cleanelly;;;Комплект полотенец гладкотканых;Elleno;Полотенце (комплект);;;;;;;;ParentOne;;Т121191;КЦ-560-556-3516 (2524);'10000;50X70, 50X70;233
166;003_kitchen;Кухня;Cleanelly;;;Комплект полотенец гладкотканых;Elleno;Полотенце (комплект);;;;;;;;ParentOne;;Т121192;КЦ-560-556х2-3516 (2523);'10000;50X70, 50X70, 50X70;233
167;003_kitchen;Кухня;Cleanelly;;;Столовый комплект гладкотканый;Elleno;Полотенце (комплект);;;;;;;;ParentOne;;Т112587;КЦ-35661-3516 1сорт (0003);'10000;200X150, 50X50;209
168;003_kitchen;Кухня;Cleanelly;;;Салфетка гладкотканая;Bon voyage;Салфетка;;;;;;;;ParentOne;;Т097871;ПЦ-356-2597 1сорт;'10000;50X70;224
169;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;Bon voyage;Полотенце;;;;;Вафля;;;ParentOne;;Т097867;ПЦ-560-2597 1сорт;'10000;50X50;257
170;003_kitchen;Кухня;Cleanelly;;;Салфетка гладкотканая;Bon voyage;Салфетка;;;;;;;;ParentOne;;Т119210;ПЦ-556-2597 1сорт;'10000;50X70;219
171;003_kitchen;Кухня;Cleanelly;;;Скатерти гладкотканые;Bon voyage;Салфетка;;;;;;;;ParentOne;;Т097873;ПЦ-2256-2597 1сорт;'10000;200X150;209
172;003_kitchen;Кухня;Cleanelly;;;Комплект полотенец вафельных;Bon voyage;Полотенце (комплект);;;;;Вафля;;;ParentOne;;Т121203;КЦ-560х2-2597 1сорт (2524);'10000;50X70, 50X70;257
173;003_kitchen;Кухня;Cleanelly;;;Комплект полотенец гладкотканых;Bon voyage;Полотенце (комплект);;;;;;;;ParentOne;;Т121204;КЦ-560-556-2597 1сорт (2524) ;'10000;50X70, 50X70;257
174;003_kitchen;Кухня;Cleanelly;;;Комплект полотенец гладкотканых;Bon voyage;Полотенце (комплект);;;;;;;;ParentOne;;Т121205;КЦ-560-556х2-2597 1сорт (2523) ;'10000;50X70, 50X70, 50X70;219
175;003_kitchen;Кухня;Cleanelly;;;Столовый комплект гладкотканый;Bon voyage;Полотенце (комплект);;;;;;;;ParentOne;;Т120723;КЦ-35661-2597 1сорт (0003);'10000;200X150, 50X50;224
176;003_kitchen;Кухня;Cleanelly;;;Салфетка гладкотканая;Le Chardonnay;Салфетка;;;;;;;;ParentOne;;Т097818;ПЦ-356-2591 1сорт;'10000;50X70;224
177;003_kitchen;Кухня;Cleanelly;;;Салфетка гладкотканая;Le Chardonnay;Салфетка;;;;;;;;ParentOne;;Т097813;ПЦ-556-2591 1сорт;'10000;50X50;233
178;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;Le Chardonnay;Полотенце;;;;;Вафля;;;ParentOne;;Т097825;ПЦ-560-2591 1сорт;'10000;50X70;250
179;003_kitchen;Кухня;Cleanelly;;;Скатерти гладкотканые;Le Chardonnay;Скатерть;;;;;;;;ParentOne;;Т097842;ПЦ-2256-2591 1сорт;'10000;200X150;209
180;003_kitchen;Кухня;Cleanelly;;;Комплект полотенец вафельных;Le Chardonnay;Полотенце (комплект);;;;;Вафля;;;ParentOne;;Т121206;КЦ-560х2-2591 1сорт (2524);'10000;50X70, 50X70;250
181;003_kitchen;Кухня;Cleanelly;;;Комплект полотенец гладкотканых;Le Chardonnay;Полотенце (комплект);;;;;;;;ParentOne;;Т121207;КЦ-560-556-2591 1сорт (2524);'10000;50X70, 50X70;233
182;003_kitchen;Кухня;Cleanelly;;;Комплект полотенец гладкотканых;Le Chardonnay;Полотенце (комплект);;;;;;;;ParentOne;;Т121208;КЦ-560-556х2-2591 1сорт (2523);'10000;50X70, 50X70, 50X70;233
183;003_kitchen;Кухня;Cleanelly;;;Столовый комплект гладкотканый;Le Chardonnay;Полотенце (комплект);;;;;;;;ParentOne;;Т098180;КЦ-35661-2591 1сорт (0003);'10000;200X150, 50X50;209
184;003_kitchen;Кухня;Cleanelly;;;Салфетка гладкотканая;Tavolino da caffe;Салфетка;новинка;;;;;;;ParentOne;;Т119585;ПЦ-356-3997 1сорт;'10000;50X70;223
185;003_kitchen;Кухня;Cleanelly;;;Салфетка гладкотканая;Tavolino da caffe;Салфетка;новинка;;;;;;;ParentOne;;Т119583;ПЦ-556-3997 1сорт;'10000;50X50;219
186;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;Tavolino da caffe;Полотенце;новинка;;;;Вафля;;;ParentOne;;Т119595;ПЦ-560-3997 1сорт;'10000;50X70;254
187;003_kitchen;Кухня;Cleanelly;;;Скатерти гладкотканые;Tavolino da caffe;Скатерть;новинка;;;;Вафля;;;ParentOne;;Т120586;ПЦ-2256-3997 1сорт;'10000;200X150;208
188;003_kitchen;Кухня;Cleanelly;;;Комплект полотенец вафельных;Tavolino da caffe;Полотенце (комплект);новинка;;;;Вафля;;;ParentOne;;Т121193;КЦ-560х2-3997 1сорт (2524);'10000;50X70, 50X70;254
189;003_kitchen;Кухня;Cleanelly;;;Комплект полотенец гладкотканых;Tavolino da caffe;Полотенце (комплект);новинка;;;;;;;ParentOne;;Т121194;КЦ-560-556-3997 1сорт (2524);'10000;50X70, 50X70;254
190;003_kitchen;Кухня;Cleanelly;;;Комплект полотенец гладкотканых;Tavolino da caffe;Полотенце (комплект);новинка;;;;;;;ParentOne;;Т121196;КЦ-560-556х2-3997 1сорт (2523);'10000;50X70, 50X70, 50X70;219
191;003_kitchen;Кухня;Cleanelly;;;Столовый комплект гладкотканый;Tavolino da caffe;Комплект столовый;;;;;;;;ParentOne;;Т120719;КЦ-35661-3997 1сорт (0003);'10000;200X150, 50X50;223
192;003_kitchen;Кухня;Cleanelly;;;Салфетка гладкотканая полиэфир 100%;Versailles;Салфетка;;;;;;;;ParentOne;;Т099184;ПЦ-378-2635 1сорт;'10000;200X150;212
193;003_kitchen;Кухня;Cleanelly;;;Салфетка гладкотканая полиэфир 100%;Versailles;Салфетка;;;;;;;;ParentOne;;Т099186;ПЦ-378-2636 1сорт;'10000;200X150;222
194;003_kitchen;Кухня;Cleanelly;;;Скатерти гладкотканые полиэфирные;Versailles;Скатерть;;;;;;;;ParentOne;;Т099183;ПЦ-2278-2635 1сорт;'10000;50X50;191
195;003_kitchen;Кухня;Cleanelly;;;Скатерти гладкотканые полиэфирные;Versailles;Скатерть;;;;;;;;ParentOne;;Т099185;ПЦ-2278-2636 1сорт;'10000;50X50;201
196;003_kitchen;Кухня;Cleanelly;;;Столовый комплект гладкотканый полиэфирный;Versailles;Столовый комплект;;;;;;;;ParentOne;;Т099515;КЦ-37861-2635 1сорт (0003);'10000;200X150, (50X50*6);191
197;003_kitchen;Кухня;Cleanelly;;;Столовый комплект гладкотканый полиэфирный;Versailles;Столовый комплект;;;;;;;;ParentOne;;Т099516;КЦ-37861-2636 1сорт (0003);'10000;200X150, (50X50*6);201
198;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;Lastricato;Полотенце;;;;;Вафля;;;ParentSome;;Т104077;ПЦ-560-2978 1сорт;'10000;50X70;237
198;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;Lastricato;Полотенце;;;;;Вафля;;;ParentSome;;Т104074;ПЦ-556-2978 1сорт;'10000;50X70;219
198;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;Lastricato;Полотенце;;;;;Вафля;;;ParentSome;;Т104075;ПЦ-356-2978 1сорт;'10000;50X50;224
199;003_kitchen;Кухня;Cleanelly;;;Салфетка гладкотканая;Lastricato;Салфетка;;;;;;;;ParentSome;;Т104075;ПЦ-356-2978 1сорт;'20000;50X50;224
199;003_kitchen;Кухня;Cleanelly;;;Салфетка гладкотканая;Lastricato;Салфетка;;;;;;;;ParentSome;;Т104074;ПЦ-556-2978 1сорт;'20000;50X70;219
199;003_kitchen;Кухня;Cleanelly;;;Салфетка гладкотканая;Lastricato;Салфетка;;;;;;;;ParentSome;;Т104077;ПЦ-560-2978 1сорт;'20000;50X70;237
200;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106474;ПЦ-359-4013 1сорт;'135;50X50;239
200;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106474;ПЦ-359-4013 1сорт;'350;50X50;239
200;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106474;ПЦ-359-4013 1сорт;'218;50X50;239
200;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106474;ПЦ-359-4013 1сорт;'452;50X50;239
200;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106474;ПЦ-359-4013 1сорт;'55;50X50;239
200;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106474;ПЦ-359-4013 1сорт;'134;50X50;239
200;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106474;ПЦ-359-4013 1сорт;'406;50X50;239
200;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106474;ПЦ-359-4013 1сорт;'196;50X50;239
200;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106474;ПЦ-359-4013 1сорт;'143;50X50;239
200;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106474;ПЦ-359-4013 1сорт;'373;50X50;239
201;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106473;ПЦ-559-4013 1сорт;'135;50X70;239
201;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106473;ПЦ-559-4013 1сорт;'350;50X50;239
201;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106473;ПЦ-559-4013 1сорт;'218;50X50;239
201;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106473;ПЦ-559-4013 1сорт;'452;50X50;239
201;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106473;ПЦ-559-4013 1сорт;'55;50X50;239
201;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106473;ПЦ-559-4013 1сорт;'134;50X50;239
201;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106473;ПЦ-559-4013 1сорт;'406;50X50;239
201;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106473;ПЦ-559-4013 1сорт;'196;50X50;239
201;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106473;ПЦ-559-4013 1сорт;'143;50X50;239
201;003_kitchen;Кухня;Cleanelly;;;Полотенце вафельное;BUON APPETITO;Полотенце;;;;;Вафля;;;ParentRainbow;;Т106473;ПЦ-559-4013 1сорт;'373;50X50;239
202;003_kitchen;Кухня;DM Lux;;;Полотенце вафельное;Chantilly;Полотенце;новинка;;;;Вафля;;;ParentOne;;Т119232;ПЛ-2701-03979 1сорт;'11-0107;30X70;350
203;003_kitchen;Кухня;DM Lux;;;Салфетка махровая;Chantilly;Салфетка;новинка;;;;Махра;;;ParentOne;;Т119232;ПЛ-2701-03979 1сорт;'16-1703;30X70;350
204;003_kitchen;Кухня;DM Lux;;;Салфетка махровая;Chantilly;Салфетка;новинка;;;;Махра;;;ParentOne;;Т119232;ПЛ-2701-03979 1сорт;'13-1014;30X70;350
205;003_kitchen;Кухня;DM Lux;;;Салфетка махровая;Chantilly;Салфетка;новинка;;;;Махра;;;ParentOne;;Т119232;ПЛ-2701-03979 1сорт;'16-2107;30X70;350
206;003_kitchen;Кухня;DM Lux;;;Салфетка махровая;Chantilly;Салфетка;новинка;;;;Махра;;;ParentOne;;Т119232;ПЛ-2701-03979 1сорт;'18-1137;30X70;350
207;004_sport;Спорт;Cleanelly;;;Полотенца махровые;Fitness Lilla;Полотенце;;;;;Махра;;;ParentSome;;Т107600;ПЦ-2602-3176 1сорт;'10000;50X90;460
207;004_sport;Спорт;Cleanelly;;;Полотенца махровые;Fitness Lilla;Полотенце;;;;;Махра;;;ParentSome;;Т107601;ПЦ-3502-3176 1сорт;'10000;70X130;460
208;004_sport;Спорт;Cleanelly;;;Полотенца махровые;Cleanelly Sport;Полотенце;;;;;Махра;;;ParentSome;;Т105055;ПЦС-2602-3028 1сорт;'10000;50X90;460
208;004_sport;Спорт;Cleanelly;;;Полотенца махровые;Cleanelly Sport;Полотенце;;;;;Махра;;;ParentSome;;Т105047;ПЦС-3502-3028 1сорт;'10000;70X130;460
209;004_sport;Спорт;Cleanelly;;;Полотенца махровые;Benfatto;Полотенце;;;;;Махра;;;ParentSome;;Т101028;ПЦ-2602-2768 1сорт;'10000;50X90;460
209;004_sport;Спорт;Cleanelly;;;Полотенца махровые;Benfatto;Полотенце;;;;;Махра;;;ParentSome;;Т101035;ПЦ-3502-2768 1сорт;'10000;70X130;460
209;004_sport;Спорт;Cleanelly;;;Полотенца махровые;Benfatto;Полотенце;;;;;Махра;;;ParentSome;;Т103485;ПЦ-1202-2768 1сорт;'10000;100X150;460
210;004_sport;Спорт;Cleanelly;;;Полотенца махровые;Primo;Полотенце;;;;;Махра;;;ParentSome;;Т087039;ПЦ-2602-1999 1сорт;'10000;50X90;460
210;004_sport;Спорт;Cleanelly;;;Полотенца махровые;Primo;Полотенце;;;;;Махра;;;ParentSome;;Т087042;ПЦ-1202-1999 1сорт;'10000;70X130;460
211;004_sport;Спорт;Cleanelly;;;Полотенца махровые;Prima;Полотенце;;;;;Махра;;;ParentSome;;Т087045;ПЦ-2602-1998 1сорт;'10000;50X90;460
211;004_sport;Спорт;Cleanelly;;;Полотенца махровые;Prima;Полотенце;;;;;Махра;;;ParentSome;;Т087048;ПЦ-3502-1998 1сорт;'10000;70X130;460
212;004_sport;Спорт;Cleanelly;;;Полотенца махровые;Adrenaline;Полотенце;;;;;Махра;;;ParentSome;;Т118770;ПЦ-2602-3950 1сорт;'10000;50X90;460
212;004_sport;Спорт;Cleanelly;;;Полотенца махровые;Adrenaline;Полотенце;;;;;Махра;;;ParentSome;;Т118759;ПЦ-3502-3950 1сорт;'10000;70X130;460
213;004_sport;Спорт;Cleanelly;;;Полотенца махровые;Energia vitale;Полотенце;новинка;;;;Махра;;;ParentSome;;Т118751;ПЦ-2602-3951 1сорт;'10000;50X90;460
213;004_sport;Спорт;Cleanelly;;;Полотенца махровые;Energia vitale;Полотенце;новинка;;;;Махра;;;ParentSome;;Т118754;ПЦ-3502-3951 1сорт;'10000;70X130;460
214;005_beach;Пляж;Cleanelly;;;Полотенце махровое;Seaside;Полотенце;;;;;Махра;;;ParentOne;;Т112504;ПЦ-1202-3525 1сорт;'10000;100X150;460
215;005_beach;Пляж;Cleanelly;;;Полотенце махровое;Silhoulet;Полотенце;новинка;;;;Махра;;;ParentOne;;Т119703;ПЦ-1202-4024 1сорт;'10000;100X150;460
216;005_beach;Пляж;Cleanelly;;;Полотенце махровое;Grapefruit;Полотенце;новинка;;;;Махра;;;ParentOne;;Т119691;ПЦС-1202-4023 1сорт;'10000;100X150;460
217;006_children;Дети;Cleanelly;;;Полотенце махровое;Foxy;Полотенце;;;;;Махра;;;ParentSome;;Т106370;ПЦ-2602-3077 1сорт;'10000;50X90;460
217;006_children;Дети;Cleanelly;;;Полотенце махровое;Foxy;Полотенце;;;;;Махра;;;ParentSome;;Т106371;ПЦ-3502-3077 1сорт;'10000;70X130;460
218;006_children;Дети;Cleanelly;;;Полотенце махровое;Vivezza;Полотенце;;;;;Махра;;;ParentSome;;Т106372;ПЦ-2602-3078 1сорт;'10000;50X90;460
218;006_children;Дети;Cleanelly;;;Полотенце махровое;Vivezza;Полотенце;;;;;Махра;;;ParentSome;;Т106373;ПЦ-3502-3078 1сорт;'10000;70X130;460
219;006_children;Дети;Cleanelly;;;Полотенце махровое;Misura;Полотенце;;;;;Махра;;;ParentSome;;Т106375;ПЦ-2602-3079 1сорт;'10000;50X90;460
219;006_children;Дети;Cleanelly;;;Полотенце махровое;Misura;Полотенце;;;;;Махра;;;ParentSome;;Т106376;ПЦ-3502-3079 1сорт;'10000;70X130;460
220;006_children;Дети;Cleanelly;;;Полотенце махровое;Kitti;Полотенце;;;;;Махра;;;ParentSome;;Т014897;ПЦ-502-67 1сорт;'10000;50X70;460
220;006_children;Дети;Cleanelly;;;Полотенце махровое;Kitti;Полотенце;;;;;Махра;;;ParentSome;;Т016282;ПЦ-1202-67 1сорт;'10000;100X150;460
221;006_children;Дети;Cleanelly;;;Полотенце махровое;Tiger cub;Полотенце;;;;;Махра;;;ParentSome;;Т118781;ПЦ-2602-3953 1сорт;'10000;50X90;460
221;006_children;Дети;Cleanelly;;;Полотенце махровое;Tiger cub;Полотенце;;;;;Махра;;;ParentSome;;Т118815;ПЦ-1202-3953 1сорт;'10000;100X150;460
222;006_children;Дети;Cleanelly;;;Полотенце махровое;Agnello;Полотенце;;;;;Махра;;;ParentSome;;Т089193;ПЦ-502-2145 1сорт;'10000;50X70;460
222;006_children;Дети;Cleanelly;;;Полотенце махровое;Agnello;Полотенце;;;;;Махра;;;ParentSome;;Т089166;ПЦ-1202-2145 1сорт;'10000;100X150;460
223;006_children;Дети;Cleanelly;;;Полотенце махровое;Coniglio;Полотенце;;;;;Махра;;;ParentSome;;Т100781;ПЦ-2602-2745 1сорт;'10000;50X90;460
223;006_children;Дети;Cleanelly;;;Полотенце махровое;Coniglio;Полотенце;;;;;Махра;;;ParentSome;;Т100783;ПЦ-3502-2745 1сорт;'10000;70X130;460
224;006_children;Дети;Cleanelly;;;Полотенце махровое;Miao;Полотенце;;;;;Махра;;;ParentSome;;Т100776;ПЦ-2602-2744 1сорт;'10000;50X90;460
224;006_children;Дети;Cleanelly;;;Полотенце махровое;Miao;Полотенце;;;;;Махра;;;ParentSome;;Т100777;ПЦ-3502-2744 1сорт;'10000;70X130;460
225;006_children;Дети;Cleanelly;;;Полотенце махровое;Teddy;Полотенце;;;;;Махра;;;ParentSome;;Т100815;ПЦ-2602-2752 1сорт;'10000;50X90;460
225;006_children;Дети;Cleanelly;;;Полотенце махровое;Teddy;Полотенце;;;;;Махра;;;ParentSome;;Т100817;ПЦ-1202-2752 1сорт;'10000;100X150;460
226;006_children;Дети;Cleanelly;;;Полотенце махровое;Miagolo;Полотенце;;;;;Махра;;;ParentSome;;Т092958;ПЦ-2602-2318 1сорт;'10000;50X90;460
226;006_children;Дети;Cleanelly;;;Полотенце махровое;Miagolo;Полотенце;;;;;Махра;;;ParentSome;;Т095820;ПЦ-3502-2318 1сорт;'10000;70X130;460
227;006_children;Дети;Cleanelly;;;Полотенце махровое;Giraffa;Полотенце;;;;;Махра;;;ParentSome;;Т083450;ПЦ-2602-1824 1сорт;'10000;50X90;460
227;006_children;Дети;Cleanelly;;;Полотенце махровое;Giraffa;Полотенце;;;;;Махра;;;ParentSome;;Т083452;ПЦ-3502-1824 1сорт;'10000;70X130;460
228;006_children;Дети;Cleanelly;;;Полотенце махровое;Sweet strawberry;Полотенце;;;;;Махра;;;ParentSome;;Т118951;ПЦ-2602-03954 1сорт;'10000;50X90;460
228;006_children;Дети;Cleanelly;;;Полотенце махровое;Sweet strawberry;Полотенце;;;;;Махра;;;ParentSome;;Т118955;ПЦ-3502-03954 1сорт;'10000;70X130;460
229;006_children;Дети;Cleanelly;;;Полотенце махровое;Toy cars;Полотенце;;;;;Махра;;;ParentSome;;Т118847;ПЦ-2602-3952 1сорт;'10000;50X90;460
229;006_children;Дети;Cleanelly;;;Полотенце махровое;Toy cars;Полотенце;;;;;Махра;;;ParentSome;;Т118863;ПЦ-3502-3952 1сорт;'10000;70X130;460
230;006_children;Дети;Cleanelly;;;Полотенце махровое;Space travel;Полотенце;;;;;Махра;;;ParentSome;;Т118841;ПЦ-2602-3955 1сорт;'10000;50X90;460
230;006_children;Дети;Cleanelly;;;Полотенце махровое;Space travel;Полотенце;;;;;Махра;;;ParentSome;;Т118878;ПЦ-3502-3955 1сорт;'10000;70X130;460
231;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100854;ХЦ-901-2757 мд.220 1сорт 26р. в упак;'458;26;330
231;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100855;ХЦ-901-2757 мд.220 1сорт 28р. в упак;'458;28;330
231;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100856;ХЦ-901-2757 мд.220 1сорт 30р. в упак;'458;30;330
231;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100857;ХЦ-901-2757 мд.220 1сорт 32р. в упак;'458;32;330
231;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100861;ХЦ-901-2757-122 мд.220 1сорт 30р. в упак;'458;30;330
231;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100862;ХЦ-901-2757-128 мд.220 1сорт 32р. в упак;'458;32;330
231;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100858;ХЦ-901-2757 мд.220 1сорт 34р. в упак;'458;34;330
231;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100859;ХЦ-901-2757 мд.220 1сорт 36р. в упак;'458;36;330
231;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100860;ХЦ-901-2757 мд.220 1сорт 38р. в упак;'458;38;330
231;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т106384;ХЦ-901-2757 мд.220 1сорт 40р. в упак;'458;40;330
231;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т106383;ХЦ-901-2757 мд.220 1сорт 42р. в упак;'458;42;330
232;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100854;ХЦ-901-2757 мд.220 1сорт 26р. в упак;'55;26;330
232;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100855;ХЦ-901-2757 мд.220 1сорт 28р. в упак;'55;28;330
232;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100856;ХЦ-901-2757 мд.220 1сорт 30р. в упак;'55;30;330
232;006_children;Дети;Cleanelly;;;Халат детский махровый;Dinamica;Халат детский;;;;;Махра;;;ParentSome;;Т100857;ХЦ-901-2757 мд.220 1сорт 32р. в упак;'55;32;330
